('nteslogfe=1397602057', '126')
('uid=78fa05a8-ec66-4c81-a392-8d341bbdb36f; udc=*1ajvt%2bgfw%2f8pyh2istroh8g%3d%3d; zdi=*1vempsjcxqhhnjvnd5t7zbu%2bt5vh%2ffmbmkiluy37dvxdsl2dgvohq8vrpgdd%2b1hgb6rylffmrpzd2pmuos2nsdijqwgpqj%2fbnzkwsd%2fryheeypskyaajsj2b8umiet6jphbal0qxrm31ozfrqi5n04xr2pkeby69f0ozh7ygfls8%2f6rl%2f62v632lfj6y2prudrag6otni7x%2fub%2f6pdjs%2b8ngq5ktg9g1%2b1y1oe8rpoebijebuaqxgqp2fdxbp%2byf9h%2fjougkuic3d%2fe8dpy6ul942bcub9ad1hept8m99xsjiv1haf1pcswnsdrqvq5psocmhnw6i8%2bij6wnsambpsdsuix9w8mr067jhqou8%2fbqnor3gl5ae3dyf2io%2fa9r2bw%2bjdgwaj%2bv4skqgr4nel0hhof5yyghfq4zcuz0%2bvq%2b58io8iakogwkqi5lcld1udhezk1wfwd%2f3hnp1uv5p3q%3d%3d; uic=*1d27gbrrmzie8ldeu%2fwed1o70he0mp7fbzfdwbiwizlnr19rcz9koar7zoh1le%2fem; acdc=*1l1eknoka%2ftp8%2fen35d%2bw1qqbfuhprs8xdutudgxt6ey%3d', 'criteo')
('uid=78fa05a8-ec66-4c81-a392-8d341bbdb36f; udc=*1ajvt%2bgfw%2f8pyh2istroh8g%3d%3d; zdi=*1vempsjcxqhhnjvnd5t7zbu%2bt5vh%2ffmbmkiluy37dvxdsl2dgvohq8vrpgdd%2b1hgb6rylffmrpzd2pmuos2nsdijqwgpqj%2fbnzkwsd%2fryheeypskyaajsj2b8umiet6jphbal0qxrm31ozfrqi5n04xr2pkeby69f0ozh7ygfls8%2f6rl%2f62v632lfj6y2prudrag6otni7x%2fub%2f6pdjs%2b8ngq5ktg9g1%2b1y1oe8rpoebijebuaqxgqp2fdxbp%2byf9h%2fjougkuic3d%2fe8dpy6ul942bcub9ad1hept8m99xsjiv1haf1pcswnsdrqvq5psocmhnw6i8%2bij6wnsambpsdsuix9w8mr067jhqou8%2fbqnor3gl5ae3dyf2io%2fa9r2bw%2bjdgwaj%2bv4skqgr4nel0hhof5yyghfq4zcuz0%2bvq%2b58io8iakogwkqi5lcld1udhezk1wfwd%2f3hnp1uv5p3q%3d%3d; uic=*1d27gbrrmzie8ldeu%2fwed1o70he0mp7fbzfdwbiwizlnr19rcz9koar7zoh1le%2fem; acdc=*1l1eknoka%2ftp8%2fen35d%2bw1qqbfuhprs8xdutudgxt6ey%3d', 'criteo')
('uid=78fa05a8-ec66-4c81-a392-8d341bbdb36f; udc=*1ajvt%2bgfw%2f8pyh2istroh8g%3d%3d; zdi=*1vempsjcxqhhnjvnd5t7zbu%2bt5vh%2ffmbmkiluy37dvxdsl2dgvohq8vrpgdd%2b1hgb6rylffmrpzd2pmuos2nsdijqwgpqj%2fbnzkwsd%2fryheeypskyaajsj2b8umiet6jphbal0qxrm31ozfrqi5n04xr2pkeby69f0ozh7ygfls8%2f6rl%2f62v632lfj6y2prudrag6otni7x%2fub%2f6pdjs%2b8ngq5ktg9g1%2b1y1oe8rpoebijebuaqxgqp2fdxbp%2byf9h%2fjougkuic3d%2fe8dpy6ul942bcub9ad1hept8m99xsjiv1haf1pcswnsdrqvq5psocmhnw6i8%2bij6wnsambpsdsuix9w8mr067jhqou8%2fbqnor3gl5ae3dyf2io%2fa9r2bw%2bjdgwaj%2bv4skqgr4nel0hhof5yyghfq4zcuz0%2bvq%2b58io8iakogwkqi5lcld1udhezk1wfwd%2f3hnp1uv5p3q%3d%3d; uic=*1d27gbrrmzie8ldeu%2fwed1o70he0mp7fbzfdwbiwizlnr19rcz9koar7zoh1le%2fem; acdc=*1l1eknoka%2ftp8%2fen35d%2bw1qqbfuhprs8xdutudgxt6ey%3d', 'criteo')
('uid=78fa05a8-ec66-4c81-a392-8d341bbdb36f; udc=*1ajvt%2bgfw%2f8pyh2istroh8g%3d%3d; zdi=*1fh74gfmmctejsik0psnoctyvqvxsfl7h34huem5omjt0hknc9cfvic%2fel7rxgurgubmfsmlncm19d6xyezloda%3d%3d; uic=*1d27gbrrmzie8ldeu%2fwed1o70he0mp7fbzfdwbiwizlnr19rcz9koar7zoh1le%2fem; acdc=*1l1eknoka%2ftp8%2fen35d%2bw1qqbfuhprs8xdutudgxt6ey%3d', 'criteo')
('uid=78fa05a8-ec66-4c81-a392-8d341bbdb36f; udc=*1ajvt%2bgfw%2f8pyh2istroh8g%3d%3d; zdi=*1ydsjfcjll0k0brbmgwtcm31tpkl9%2bgqupqiezwbj%2f3hvedzbyexl2hihzeklzz5ryk%2fxbbx%2f5dsgkjg%2b3mqaya%2f9h1talbbzkhkihkc6w1dpwpznurzmukummi1ccsy%2f%2fpcfjbjtfwx3kxv5ksorbaclxxx4kmn6dpehlnoadkaaa%2foqxpnzhjcrgsyryxqn6ob%2bf5jou3zu0hrgbe66ovqsfqsj1cfwohyqxfy0rxeajnmrhe3uhzsmrmalccqxqcxprjfuukk9ylmnxqqtcxmlx9gb9kbnjjh0wcikz1ndiu6ezmhmp41%2busbke4sh%2bw8mkhasrjy6%2ba7w5pxcgfmr6xhsbkdqtfdrxuxjxhfgf4o5sa6g%2f1vfhxwd%2b5asgyx6oenfvf5hdbvweaobp0qkohbjlczi9ttvw0d39wxu9ifrvqjmcbgpax63kxb3vsc%2fkep6okizc%2fitd4xszghmrfzr0foggj7b%2bd2ws4s%2f9nqqgjszyxtia8sernrlskyy5dbhldkx%2b%2b2gipxkabpaw%2fkhd4x6aku71a464a06%2f90usk2ssxqw9ufyr1z8ghs5gm2ifvz%2bj2wxwjcd4mxwyr%2brkgefdlpobylmw3o64hovhvil1vx6%2bijmgorc; uic=*1d27gbrrmzie8ldeu%2fwed1o70he0mp7fbzfdwbiwizlnr19rcz9koar7zoh1le%2fem; acdc=*1l1eknoka%2ftp8%2fen35d%2bw1qqbfuhprs8xdutudgxt6ey%3d', 'criteo')
('__csmv=1664a1706d46172d; __csgeo=deg.16872_deg5.710_deg10.193_cc.us', 'crowdscience')
('__csmv=1664a1706d46172d; __csgeo=deg.16872_deg5.710_deg10.193_cc.us', 'crowdscience')
('ver=7; afpv=afpid=20362929801858551', 'csbew')
('ver=7; afpv=afpid=20362929801858551', 'csbew')
('ver=7; afpv=afpid=20362929801858551', 'csbew')
('demdex=49811611694704405362122462081290728982; msft=49811611694704405362122462081290728982; dexlifecycle="ma==|ma==|ma==|ma==|ma==|ma==|ma=="; dst=', 'demdex')
('demdex=49811611694704405362122462081290728982; dst=', 'demdex')
('demdex=49811611694704405362122462081290728982; dst=', 'demdex')
('asd1=57462341-30-u0203g%3d%3d_57796415-30-u0204a%3d%3d_57237719-30-u021%2fq%3d%3d_57161756-30-u021%2fw%3d%3d_', 'dlqm')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('id=22f89d63e60200cd||t=1397601407|et=730|cs=002213fd48d2c8a3b785de7c45', 'doubleclick')
('iuid=2b821b11-76eb-4d26-8d24-576abdf33a00; issh=2266d5; iplh=#{}; iplh_q=#[]; izh=#{}; izh_q=#[]; imh=#{}; imh_q=#[]; ish=#{"25":[{"sid":"2266d5","d":"2014-04-15t15:49:12"}]}; ish_q=#[25]; isph=#{}; isph_q=#[]; ch=#[]; mssh=#{}; msrh=#{}', 'doublepimp')
('iuid=2b821b11-76eb-4d26-8d24-576abdf33a00; issh=2266d5; iplh=#{}; iplh_q=#[]; izh=#{}; izh_q=#[]; imh=#{}; imh_q=#[]; ish=#{"25":[{"sid":"2266d5","d":"2014-04-15t15:49:12"}],"26":[{"sid":"2266d5","d":"2014-04-15t15:50:30"}]}; ish_q=#[25,26]; isph=#{}; isph_q=#[]; ch=#[]; mssh=#{}; msrh=#{}', 'doublepimp')
('dp1=bidm/1534deceb^u1p/qebfx0bax19aqa**552eea22^bl/us57101da2^pbf/%232000000552eea22^cq/0^; nonsession=cgadlaafttb2qnadkacbcs7ginjc4owe1mjexnduwytywnmu2yjm0mwuxzmzlntiwntep1zgy; lucky9=3253110; npii=bcguid/6789a8531450a2ae85339993fb3cabde552eeb10^tguid/6789a5211450a606e6b341e1ffe52057552eeb10^; ebay=%5esbf%3d%23100000%5e; s=cgad4acbttwginjc5mty2zdixnduwytyymdkzndhlmju2zmziztq0odrhzq0x', 'ebay')
('dp1=bidm/1534deceb^u1p/qebfx0bax19aqa**552eea22^bl/us57101da2^pbf/%232000000552eea22^cq/0^; nonsession=cgadlaafttb2qnadkacbcs7ginjc4owe1mjexnduwytywnmu2yjm0mwuxzmzlntiwntep1zgy; lucky9=3253110; npii=bcguid/6789a8531450a2ae85339993fb3cabde552eeb10^tguid/6789a5211450a606e6b341e1ffe52057552eeb10^; ebay=%5esbf%3d%23100000%5e; s=cgad4acbttwginjc5mty2zdixnduwytyymdkzndhlmju2zmziztq0odrhzq0x', 'ebay')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*; rua=d1aqaaauvi7xgvaaaahidx%2bt8yutjgnbkh9b2en1%2b%2byzyfqujecxaw%2fdijwu2t5%2bs8e%2ffpfgn0kray7iswxj5teautcrwqosvqlcpngxfxfdbnnqon1i1iocbp%2fwepdambeldwlpkdteanzjhf0vcg; ht=1397602160435%0219513%04469569%06395904%0319512%04455487%06380138%0319511%04457239%06385911', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('rup=d1aqaaauvi7xgvaazngsjrotligtvd86briprkktryt49p%2bwgtc44xhfnedtviycc*', 'ebayrtm')
('uuid=d3e87f73-7ad0-4eea-a065-5fffe0a5e867; ensighten_region=us', 'ensighten')
